806570189429018624	bot
702878730	human
822123492216897540	bot
2982486513	bot
4701456854	human
51703470	human
804074275376431105	bot
2918711542	bot
808272326324342785	human
898599853546242048	human
2920497934	bot
358795296	human
978697024722829312	human
1012147848496869376	bot
1011940333389836288	bot
897538992345927680	bot
979117618295656450	bot
995292937662664704	human
2672479163	human
785397318	human
750977614035161088	bot
826576741506355203	bot
518642028	bot
135547288	human
873916630828494848	bot
2985880540	bot
193317159	human
979783776489353216	human
1012295892718751747	human
1012294396526710784	human
1012437932945362946	human
971014523174957057	human
2767540864	human
25851958	human
825436422609969152	bot
831161868614004741	bot
202339780	bot
438798142	human
1064122518	human
835202996585787392	bot
994684151046524928	human
4297819397	human
703315728766730240	human
302125749	bot
184810052	bot
165051584	human
3035505075	bot
3489637217	bot
893090869	bot
940196016409731072	human
823299348331134976	human
811246201794338818	human
3304132186	bot
45394510	human
502749635	human
2962604531	human
774297251502026760	bot
839183993975279618	bot
2237617592	human
2300098037	bot
822108222353981442	bot
2983905783	bot
1000463684945240064	human
705486422841675776	bot
615539623	human
827628152411262976	bot
922835518756474880	human
442096443	human
1886073978	bot
840241477	human
3223929605	human
3031628369	bot
2591240449	bot
3211470245	bot
2918679371	bot
839195550473912321	bot
839181003449110530	bot
548707617	bot
2919471316	bot
751373947262869504	bot
945431358	human
761487243353743360	human
2984398203	bot
276026459	human
2181109997	human
824224632467312642	bot
4548516682	bot
941308618154049536	human
617000584	human
2617299705	human
697065638603464704	human
2764705943	bot
765296964401557505	bot
4149019083	bot
1013753576	human
3419845179	bot
2992469811	bot
922163333612089346	bot
1004423026027520001	human
774307111299870721	bot
22009205	human
617171996	human
942142510360596480	human
2982584363	bot
825717413689835521	bot
4908982317	human
2984381056	bot
2350026720	bot
2158759025	bot
2983182773	bot
201197015	bot
3346645053	bot
517747193	human
1005143728070250496	bot
32604352	bot
911914830793240577	human
561948464	bot
202588307	bot
162672772	bot
804848726741282816	bot
2864751126	human
2240552686	human
1092509449	human
50265477	human
407609289	human
4490976615	human
831131341253124096	bot
4580699608	bot
20432064	human
1718499800	human
1379007452	human
3121352247	human
945654953003057154	human
327894673	bot
501989361	bot
202361176	bot
3002946545	bot
549375513	bot
3017805851	bot
1857099379	human
839190638264528897	bot
4636530203	bot
2949998247	bot
82659565	bot
4549685356	bot
2853761597	bot
337161893	human
596665906	human
2432948813	human
839178781394882560	bot
740647957091999744	bot
38846888	human
2921357452	bot
971721103	bot
950829930610413569	bot
2921287407	bot
484162494	bot
978899289861754880	human
455749051	human
2396162744	human
2547012645	human
390778324	human
950817898389540864	bot
3182660278	bot
438646069	human
2153829339	human
2985820509	bot
3098888799	human
360046793	human
14871003	human
735822179783303169	bot
449038596	bot
2580731380	bot
4636335555	bot
1153738128	bot
506048809	human
2919964222	bot
4189019849	human
3315099276	bot
823274532035264517	human
4874146875	bot
2862202113	human
822202598526623744	human
4445949435	human
992839373405093888	bot
4030954341	human
1012085786043453440	human
148803815	human
477014834	human
785477139235741696	human
3072516610	human
3211472394	bot
2984643466	bot
340600489	human
393483438	bot
2455009450	bot
2870733197	human
822200874	human
2983016661	bot
989188674452639744	human
895869750	human
825397260032811012	bot
949059133893853186	bot
14906561	human
974980320721240064	bot
825028579767390208	bot
999977095106367488	human
559917335	bot
4549605137	human
1007902743774793728	human
771685684738482176	human
442144847	human
801152682702622720	human
1048754004	bot
2781237202	human
2921277910	bot
2982498327	bot
831961066313773058	bot
891652563795181573	human
70741097	human
2929725533	bot
3042097091	bot
2950152521	bot
2771208186	bot
974977485183037441	bot
831859384695287808	bot
808773963023286273	bot
1481404124	human
3030965421	bot
1216009520	human
271012954	human
233223130	bot
562092002	bot
804846189439057921	bot
962445055	bot
2951460352	bot
1009719238616145920	bot
265347584	human
561474634	bot
751371698327416832	bot
950827317571608576	bot
344159343	human
3099393491	bot
357063589	human
774339716409921540	bot
3130623154	bot
950821235407163392	bot
2949963189	bot
825987115662065664	bot
989081978	bot
3022000113	bot
3028624132	bot
2982479962	bot
2982464944	bot
262893816	human
2998582175	bot
781179765843750912	human
2982573165	bot
2365823596	human
2806416940	bot
280175586	human
96738439	human
825714613954158595	bot
2267806358	human
3337054126	human
825410712281501698	bot
3873877475	human
422025735	human
500980523	human
17880873	human
831862062833876993	bot
726755736236253184	human
1028654280	human
961661021017518086	bot
3022357312	bot
816242626332598272	bot
1226915408	bot
778859243655012352	bot
2754471474	bot
832998854828113920	bot
825979861659443201	bot
601660948	human
750998654534750208	bot
2950711839	bot
2919407973	bot
1086915288	bot
750684233857961985	bot
750962994100707328	bot
19017283	bot
526391347	bot
825460743445286913	bot
2452764372	human
606575726	human
979754063935000576	human
4798069173	bot
796687702141845504	bot
825718832484474880	bot
784803897483358208	bot
2984510759	bot
160179878	human
3020402578	bot
2980869201	human
242327193	human
431089246	human
2336493886	human
1428293736	human
520683997	human
4046597542	human
804840889067667457	bot
3245545312	bot
1011936924125327361	bot
460216069	human
2982622984	bot
727469564901076992	bot
804851456310439936	bot
839194489050775552	bot
3021446434	bot
4358227817	bot
2920280901	bot
1446141966	human
700643918723940352	human
2306559009	human
839182595875274752	bot
633548507	bot
2732253563	human
984535068751335424	human
1691235696	human
774291046171836416	bot
205354640	human
2983904932	bot
2982567281	bot
3042187528	bot
3228649563	human
4782660614	human
438476133	human
363938347	human
2951285517	bot
1005103898556760064	human
704993843293331456	bot
965638639345655809	human
3027927352	bot
2984400682	bot
422699535	bot
923484261885374464	human
832346968101888002	bot
363954532	human
804847281417633792	bot
839185313461305344	bot
3173307514	human
251194177	bot
1056095060	human
1000424874194690048	human
1034383638	human
728820417805340672	human
470253363	bot
908709155137032192	human
875005129103200257	human
751364095639773184	bot
